520	1014
451	782
360	908
326	568
341	812
509	1044
373	784
356	843
574	987
399	700
423	845
509	1044
313	1140
326	568
399	700
493	1040
278	487
574	987
399	700
399	700
327	930
219	1156
399	700
433	987
399	700
399	700
399	700
109	1186
394	1114
423	845
423	845
399	700
240	538
399	700
109	1186
424	817
142	1018
502	1057
357	1031
345	1048
437	967
370	1088
319	792
458	1054
380	661
399	700
394	912
252	686
509	1044
177	567
520	1014
327	926
331	1015
455	978
324	905
480	1034
479	1017
552	1062
448	763
276	892
478	1116
399	700
399	700
232	525
259	691
360	908
364	875
219	1156
399	700
399	700
520	1053
372	764
361	943
519	1039
423	845
509	1044
372	805
452	844
179	1135
379	830
509	1044
360	908
395	910
252	686
497	1042
372	805
346	895
261	1035
382	943
208	935
334	880
399	700
337	1088
560	1062
399	700
399	700
352	805
416	841
219	1156
460	1038
325	979
473	1057
457	998
475	1116
467	988
268	1017
338	766
399	700
399	700
375	889
326	568
372	805
329	1002
399	700
452	1048
214	846
494	1000
433	1050
360	908
194	1148
370	610
252	686
411	1118
423	845
164	623
495	1044
326	568
280	855
305	830
392	1053
449	973
354	794
458	1041
310	729
541	1058
360	1025
544	958
392	1101
519	1039
260	1100
423	845
423	845
326	568
261	481
326	568
541	913
285	800
360	908
339	996
201	546
338	766
449	1013
569	973
414	808
461	926
311	790
399	700
423	845
574	987
204	556
399	700
237	1130
340	656
451	782
399	700
520	1014
418	1049
252	959
249	544
519	1039
239	527
399	700
377	707
451	782
477	1055
325	830
478	1047
399	700
208	551
519	1039
357	804
415	1015
447	1042
423	845
432	1071
378	973
314	559
329	789
469	1011
523	1107
372	805
109	1186
231	529
526	1109
440	1016
341	999
507	1117
374	1012
391	830
458	1054
505	1091
238	1155
360	908
309	831
281	1069
396	1012
289	757
234	606
190	1082
480	1044
372	805
372	805
399	700
399	700
519	1039
248	839
262	1050
494	1113
280	855
267	358
327	930
509	1044
389	1110
294	1086
382	663
398	990
310	729
275	1025
579	1067
372	805
389	820
432	1071
423	845
191	559
568	879
519	1039
394	1054
360	908
520	1052
324	567
450	962
451	782
475	1084
520	1014
329	798
360	908
405	1120
410	1121
245	255
570	916
383	671
399	700
398	990
422	1064
195	555
338	766
399	700
522	1065
399	700
399	700
282	825
280	855
405	1121
442	1076
485	1049
463	926
515	1066
372	805
463	990
574	987
380	863
336	922
326	568
324	567
351	782
203	565
410	1088
228	1120
423	845
383	996
326	568
359	898
469	1115
504	1021
458	1054
533	937
330	816
398	990
360	908
537	1046
245	1027
509	1044
398	1111
380	942
488	1012
499	1090
423	845
175	611
282	1057
460	1007
280	855
504	1081
378	973
477	1115
193	534
520	1087
326	568
447	999
504	1111
426	744
324	567
456	1055
443	1075
479	1061
572	1068
520	1014
147	1021
467	1036
544	958
309	1040
399	700
530	1014
482	1115
383	671
399	700
343	926
328	830
469	995
574	987
289	832
360	908
451	1047
399	700
282	793
360	908
382	928
267	549
399	700
417	1040
563	957
360	908
486	1046
544	958
404	925
399	700
418	1080
325	979
279	857
402	861
299	753
326	568
324	567
423	845
472	1082
432	1071
399	700
239	539
509	1044
399	700
360	1025
423	845
399	700
519	1039
261	481
520	999
360	908
412	931
504	1021
383	671
360	1025
378	973
477	1040
584	1051
312	910
419	764
360	908
322	834
389	739
240	538
530	1034
399	700
123	1186
383	724
414	808
450	1048
417	757
336	774
423	845
399	700
414	831
360	908
231	529
437	996
509	1044
366	634
477	1053
360	908
360	1025
252	686
310	729
446	1066
401	1031
399	700
358	943
399	700
383	726
315	811
135	1150
399	700
405	880
401	764
400	1118
581	1073
458	1054
353	1126
372	805
311	1045
359	898
372	805
360	1025
509	1044
399	700
406	879
219	1156
451	782
312	1042
327	1007
544	958
278	790
432	1053
308	393
329	866
284	882
399	700
308	393
85	1190
446	1042
509	1044
394	885
509	1044
477	1045
271	547
400	1013
372	805
300	1104
372	805
423	845
503	1049
451	782
399	700
420	796
338	766
574	987
322	1072
545	998
470	949
399	700
252	686
330	818
399	700
399	700
302	1103
405	817
439	851
399	700
447	1052
327	948
217	845
420	1049
423	845
576	1051
349	914
423	845
285	663
399	700
231	529
399	700
451	782
509	1044
472	1049
361	892
477	1116
329	825
279	823
519	1111
320	1056
317	1039
451	782
423	845
225	573
380	863
240	1126
211	1025
426	1017
401	886
379	851
372	805
574	915
325	979
286	844
308	393
491	1012
212	1022
294	487
399	700
282	801
326	568
231	529
227	1146
105	1191
376	900
423	845
308	393
198	849
293	901
494	1113
293	760
360	908
383	671
423	845
311	1067
360	1025
378	973
360	1025
414	808
402	1120
451	782
372	805
395	1023
345	929
378	973
379	830
308	393
360	1025
394	829
280	855
379	830
261	481
330	948
372	805
299	753
544	958
325	979
439	1120
451	782
326	568
396	701
109	1186
362	709
472	1072
399	700
326	568
341	812
431	855
443	1041
360	908
417	1040
399	700
377	936
261	1043
186	966
450	1050
420	1049
399	700
412	1047
372	805
326	568
154	1155
326	568
345	1125
464	1029
383	664
453	1021
269	1097
359	921
249	1038
337	1057
469	1006
394	1006
346	878
342	867
304	751
399	700
509	1044
197	1151
418	1081
380	863
199	556
240	538
228	1039
327	930
441	1023
509	1044
444	1038
310	1062
231	529
464	1054
399	700
460	792
326	568
325	979
457	1117
298	971
451	782
522	1054
487	1118
519	1111
423	845
391	815
378	973
219	1156
399	700
252	686
423	845
394	1113
460	1077
311	1067
346	834
544	958
313	476
287	828
426	744
380	811
451	782
455	1038
524	1037
431	1113
444	1062
225	1158
399	700
322	829
399	700
509	1044
435	953
414	1113
399	700
460	792
307	1046
431	1065
299	1026
372	805
231	529
362	709
378	942
332	874
423	845
283	664
399	700
493	1100
509	1044
299	753
360	908
383	671
407	883
532	1046
458	1054
373	668
240	538
323	1074
421	1048
240	538
457	1057
569	958
280	855
313	886
326	568
360	1129
337	822
309	1044
520	1014
383	1104
570	1065
519	972
423	845
399	700
259	495
360	1025
509	1044
396	945
475	1052
306	818
224	542
465	805
557	1005
360	908
416	1047
399	700
381	941
407	998
308	393
280	855
286	855
465	805
418	1049
361	1034
112	1177
598	913
331	873
360	908
423	845
468	1062
399	700
345	1050
326	568
257	840
397	1031
449	1118
474	1030
290	798
399	700
353	936
470	795
478	1112
360	908
372	805
519	1054
267	858
338	834
326	568
423	845
276	859
259	691
350	949
372	805
326	568
279	786
423	845
362	709
244	1122
240	538
451	782
307	1038
530	1109
390	1106
360	908
423	845
324	567
399	700
574	987
517	899
395	946
423	845
451	782
233	1169
380	863
356	843
356	944
324	567
334	864
475	1044
280	855
383	655
532	1046
390	810
417	1040
362	803
501	1109
208	936
428	1008
574	987
338	766
390	1105
532	1046
304	835
453	1032
313	1039
399	700
504	1021
360	908
205	1125
401	807
203	564
289	904
280	855
285	830
362	709
399	700
537	1035
306	454
370	659
349	826
470	1065
546	1079
541	1048
116	1208
351	911
423	845
118	1177
430	986
195	1165
371	895
399	700
423	845
399	700
249	970
326	568
240	538
544	958
399	700
147	1168
292	907
247	1137
432	1071
519	1039
308	393
326	568
399	700
526	1056
341	812
399	700
458	1054
254	1032
465	805
126	1014
452	1115
271	580
520	1014
464	1035
233	1114
451	782
501	1122
360	908
471	1047
144	1161
399	700
402	937
321	912
231	529
444	856
385	788
316	821
440	1083
340	656
524	1052
296	725
326	568
333	774
399	700
399	700
360	1025
355	668
451	782
372	764
399	700
477	1045
388	684
378	658
339	657
231	529
325	979
472	1070
574	987
280	855
372	805
511	958
355	932
498	1036
202	561
399	700
231	529
399	700
456	1025
581	1072
423	845
574	891
326	568
399	700
212	377
448	1060
423	845
360	908
360	908
431	855
559	975
381	883
442	1082
262	1093
360	1025
469	1055
451	782
326	568
423	845
562	943
399	700
360	908
423	845
278	790
507	1121
326	915
423	845
253	1030
423	845
399	700
399	700
362	709
458	1054
368	1075
327	1088
497	997
360	908
398	990
356	843
530	956
399	700
423	845
128	1176
405	843
336	427
326	568
399	700
442	1042
399	700
372	764
359	880
426	1056
299	815
299	753
398	884
189	1091
417	1040
360	1025
255	1054
377	685
574	987
296	801
303	1045
509	1044
231	529
389	925
423	845
277	1127
276	858
357	804
360	787
494	1074
509	1044
423	845
198	844
335	987
482	1080
312	1039
581	956
262	1044
343	1089
215	668
375	636
326	568
576	1079
354	933
407	768
509	1044
219	1156
423	845
466	925
509	1044
390	1100
326	568
259	537
266	1020
398	990
575	1051
326	568
399	700
399	700
471	817
399	700
251	1013
326	568
399	700
471	1069
376	892
423	845
372	764
338	766
327	930
362	709
109	1186
196	997
212	1119
574	987
287	551
248	840
349	826
